iter	RMSE
759	0.06699644266
760	0.06698513599
761	0.06692755983
762	0.06687027205
763	0.06684422167
764	0.06677041211
765	0.06672378202
766	0.06665457203
767	0.06664472434
768	0.06657724558
769	0.06652309891
770	0.06648917794
771	0.06648141259
772	0.06643119313
773	0.06635618299
774	0.0663043399
775	0.06627906153
776	0.06619231883
777	0.06618564293
778	0.06615744626
779	0.06613358452
780	0.06609930885
781	0.06607217762
782	0.06603157582
783	0.0659868304
784	0.06597852418
785	0.0659310659
786	0.06587912212
787	0.06581611601
788	0.06577196889
789	0.06575202231
790	0.0656890584
791	0.06567177723
792	0.06564484517
793	0.06563641269
794	0.06554777752
795	0.06553784914
796	0.06550703617
797	0.0654511206
798	0.06542296255
799	0.06534733481
800	0.06528292092
801	0.06520745791
802	0.06510232456
803	0.06501727539
804	0.0649358574
805	0.06490616757
806	0.06487676172
807	0.06479819832
808	0.06479127099
809	0.06473009453
810	0.06465385332
811	0.06463403701
812	0.06462682669
813	0.06460668759
814	0.06457682686
815	0.06455192655
816	0.06449809852
817	0.06443844507
818	0.0644340612
819	0.06436601157
820	0.06434067044
821	0.06431337403
822	0.06430337933
823	0.06424775314
824	0.06418323686
825	0.06414222355
826	0.06408575077
827	0.06403308694
828	0.06402529277
829	0.06392588788
830	0.06388726453
831	0.06384245514
832	0.06376244261
833	0.06375214213
834	0.0637478602
835	0.06370757059
836	0.06368794139
837	0.0636121968
838	0.06360715408
839	0.06359913772
840	0.06353085748
841	0.0634877795
842	0.06348014484
843	0.06347129318
844	0.06343155441
845	0.06336864836
846	0.06331195703
847	0.0632740899
848	0.06323406079
849	0.06322999023
850	0.06318150126
851	0.06316956118
852	0.06314534675
853	0.06308377565
854	0.0630774769
855	0.0630205177
856	0.06296252131
857	0.06290696267
858	0.06289972599
859	0.0628650384
860	0.06281293335
861	0.06280899869
862	0.06275254149
863	0.06272079403
864	0.06268065918
865	0.06266905347
866	0.06264538013
867	0.06261382789
868	0.0626025322
869	0.06254574591
870	0.06252284951
871	0.06246977881
872	0.06244852379
873	0.0623801412
874	0.06234679377
875	0.0622820951
876	0.06220735441
877	0.06217285368
878	0.06207905753
879	0.06204831166
880	0.06204454929
881	0.0620046461
882	0.06199187533
883	0.06191284318
884	0.06187413323
885	0.06185343573
886	0.06181727252
887	0.06178539095
888	0.06175397792
889	0.06174466463
890	0.06168917602
891	0.0616786155
892	0.06161179532
893	0.06156220761
894	0.06149438265
895	0.06144631146
896	0.06141900511
897	0.06139410681
898	0.06136508129
899	0.06131018079
900	0.06129833855
901	0.06123158119
902	0.06117936928
903	0.0611746226
904	0.0611016622
905	0.06108480426
906	0.0609976835
907	0.06099193384
908	0.06097500213
909	0.06094470758
910	0.06090904248
911	0.06084924253
912	0.06079085689
913	0.06078701087
914	0.06072741107
915	0.06068105211
916	0.06063726893
917	0.0606323612
918	0.06058013386
919	0.06057569171
920	0.06048956673
921	0.06046123803
922	0.0604087774
923	0.06037645808
924	0.06028834698
925	0.06026439203
926	0.06026120458
927	0.06021886713
928	0.0601748512
929	0.06014107224
930	0.06010959405
931	0.06008958578
932	0.06002242982
933	0.05995607236
934	0.05992161388
935	0.05989019354
936	0.05982961441
937	0.05980077842
938	0.0597504197
939	0.05970347964
940	0.05967538175
941	0.05961295016
942	0.05960899004
943	0.05958824133
944	0.05955070654
945	0.05952414797
946	0.05951387976
947	0.05946205207
948	0.05944194385
949	0.05940309609
950	0.05936108106
951	0.05931426918
952	0.05929151525
953	0.05924222794
954	0.05916965536
955	0.05916539939
956	0.05916112828
957	0.05912018566
958	0.05906684679
959	0.05904576575
960	0.05896781019
961	0.0589230332
962	0.05890014436
963	0.05884721734
964	0.05880727325
965	0.05876615232
966	0.05872019569
967	0.05868731731
968	0.05864203025
969	0.05860715908
970	0.05857820613
971	0.05852455854
972	0.05847168078
973	0.05843789606
974	0.05840161917
975	0.05834250215
976	0.05831919713
977	0.05828218613
978	0.05824491987
979	0.05820175062
980	0.0581703665
981	0.05815248418
982	0.05810001009
983	0.05809573067
984	0.05805129231
985	0.05804722962
986	0.058043577
987	0.058039705
988	0.05801414827
989	0.05796038894
990	0.05790166986
991	0.05785144785
992	0.057847907
993	0.05784405799
994	0.05782291257
995	0.05780905553
996	0.0577988691
997	0.05775494565
998	0.05772709273
999	0.05769310682
1000	0.05766845319
1001	0.05763902381
1002	0.05759995081
1003	0.05754590229
1004	0.05754212445
1005	0.05750990494
1006	0.05750440801
1007	0.05746081622
1008	0.05740012503
1009	0.05735678116
1010	0.05729774131
1011	0.05724853495
1012	0.05724494483
1013	0.05724128382
1014	0.05723771242
1015	0.05720685049
1016	0.0571440467
1017	0.05707734048
1018	0.05707432445
1019	0.05700851352
1020	0.05696762565
1021	0.05693664479
1022	0.05690743673
1023	0.05687281901
1024	0.05683812491
1025	0.05682076739
1026	0.05678275269
1027	0.0567802483
1028	0.05671131737
1029	0.0566794368
1030	0.05663056074
1031	0.05658386728
1032	0.05656504809
1033	0.05656219705
1034	0.05655837533
1035	0.05650975007
1036	0.05645948697
1037	0.05641408502
1038	0.05634460009
1039	0.0563193548
1040	0.056262557
1041	0.05620642096
1042	0.05618033927
1043	0.05613050583
1044	0.0561271387
1045	0.05605019366
1046	0.05601761752
1047	0.05601441059
1048	0.05601173684
1049	0.05599167345
1050	0.05598767765
1051	0.05595043206
1052	0.05594785709
1053	0.05590072129
1054	0.05588233461
1055	0.05585384776
1056	0.05581303124
1057	0.05575237345
1058	0.05566287388
1059	0.05558577778
1060	0.05557618897
1061	0.0555460301
1062	0.05549014628
1063	0.05545262775
1064	0.05542320552
1065	0.05538822273
1066	0.05537468505
1067	0.05534339776
1068	0.055309007
1069	0.05525062316
1070	0.05520607873
1071	0.0551805416
1072	0.05512546058
1073	0.055081756
1074	0.05503855281
1075	0.0550355821
1076	0.05497055765
1077	0.05492090484
1078	0.05490334269
1079	0.05488462284
1080	0.0548769195
1081	0.05481867897
1082	0.05478522126
1083	0.05478231015
1084	0.05476086921
1085	0.05471386768
1086	0.05468123496
1087	0.0546302472
1088	0.05462705186
1089	0.05458355231
1090	0.0545564985
1091	0.05455399025
1092	0.0545095156
1093	0.0544837284
1094	0.05447428913
1095	0.05442924674
1096	0.05441958704
1097	0.05439493322
1098	0.05439162941
1099	0.05437552834
1100	0.05433144543
1101	0.05429962223
1102	0.05427233316
1103	0.05426541869
1104	0.05425929366
1105	0.0542078973
1106	0.05415551306
1107	0.05410563431
1108	0.05404883981
1109	0.05397403474
1110	0.05393291813
1111	0.05390008755
1112	0.05383906711
1113	0.05380742424
1114	0.05378594117
1115	0.05378277538
1116	0.05378014066
1117	0.05371296204
1118	0.05367687058
1119	0.05365231266
1120	0.05364974998
1121	0.05362612119
1122	0.05360844549
1123	0.05360555712
1124	0.05360298744
1125	1123	0.0534036008
1124	0.05335069238
1125	0.05329541035
1126	0.05326245475
1127	0.05322351748
1128	0.0532069448
1129	0.05317338615
1130	0.05314694474
1131	0.05308320331
1132	0.05307108603
1133	0.05303730983
1134	0.05297088795
1135	0.05296921163
1136	0.05294631863
1137	0.05289382484
1138	0.05283278311
1139	0.0527993348
1140	0.052763376
1141	0.05270973335
1142	0.05266505128
1143	0.05263680961
1144	0.05258654644
1145	0.05258473827
1146	0.05255664942
1147	0.05255487524
1148	0.05248215983
1149	0.0524565322
1150	0.05238208819
1151	0.05233784892
1152	0.05227123386
1153	0.05224386516
1154	0.05221944193
1155	0.0522175136
1156	0.0521907924
1157	0.05217722925
1158	0.05214673011
1159	0.05209343065
1160	0.05206008465
1161	0.05205538815
1162	0.05201105118
1163	0.05199703556
1164	0.05195248481
1165	0.05191233433
1166	0.05187933488
1167	0.05186741446
1168	0.05185728316
1169	0.05184015192
1170	0.05181109462
1171	0.05176665141
1172	0.05172715137
1173	0.05168639943
1174	0.05163241917
1175	0.05162076843
1176	0.05160717868
1177	0.05156797176
1178	0.05153486939
1179	0.0514921606
1180	0.05147513555
1181	0.05145757404
1182	0.05144742561
1183	0.0514124373
1184	0.05141077744
1185	0.05140897458
1186	0.05139915991
1187	0.05134239453
1188	0.05131990343
1189	0.05128697416
1190	0.05125746457
1191	0.05120960886
1192	0.05116463962
1193	0.05115653192
1194	0.05114697128
1195	0.05108356853
1196	0.05107617142
1197	0.05103938027
1198	0.05097696492
1199	0.05094058301
1200	0.05088751239
1201	0.0508380353
1202	0.050808177
1203	0.05077957491
1204	0.05076886739
1205	0.0507343829
1206	0.0506799518
1207	0.05062572705
1208	0.05059220514
1209	0.0505573062
1210	0.05054196465
1211	0.0505058888
1212	0.05050372561
1213	0.05046369073
1214	0.05043544885
1215	0.05041574149
1216	0.05034286658
1217	0.05033888062
1218	0.05030322123
1219	0.0503010964
1220	0.0502811142
1221	0.05024272369
1222	0.05018110131
1223	0.05014043694
1224	0.05011614505
1225	0.05008975565
1226	0.05006449661
1227	0.05002737831
1228	0.05000213192
1229	0.0500005682
1230	0.04999853897
1231	0.04995730379
1232	0.04992466626
1233	0.04989650959
1234	0.04985759471
1235	0.04982020462
1236	0.04979193347
1237	0.0497340544
1238	0.04969064883
1239	0.04965362565
1240	0.04960972924
1241	0.04958343272
1242	0.04954837348
1243	0.04950903668
1244	0.04948888474
1245	0.04945548833
1246	0.04942772686
1247	0.04937535076
1248	0.04937105148
1249	0.04935087401
1250	0.049349232
1251	0.04932372056
1252	0.0492593454
1253	0.04925042123
1254	0.04922794584
1255	0.04920429616
1256	0.04913743105
1257	0.04909250867
1258	0.04907430054
1259	0.04905480128
1260	0.04901618755
1261	0.04899271838
1262	0.04895964682
1263	0.04895686799
1264	0.04893281555
1265	0.04888642776
1266	0.04884258791
1267	0.04882391345
1268	0.04881972475
1269	0.04878065096
1270	0.0487446463
1271	0.04870576963
1272	0.04867618547
1273	0.04867195871
1274	0.04863405011
1275	0.04861049882
1276	0.048558706
1277	0.04853060855
1278	0.0485017381
1279	0.04847356213
1280	0.04844949123
1281	0.04841433644
1282	0.04837154004
1283	0.04834134878
1284	0.048300124
1285	0.04827978905
1286	0.04827818104
1287	0.04823316738
1288	0.04822353916
1289	0.04818200501
1290	0.04811656765
1291	0.04809342635
1292	0.04807186251
1293	0.04804536263
1294	0.04802067565
1295	0.04801913066
1296	0.04797098457
1297	0.04794691656
1298	0.047929941
1299	0.04789178792
1300	0.04784710164
1301	0.04784385254
1302	0.04783587355
1303	0.04780495856
1304	0.0477779676
1305	0.04776777292
1306	0.04774596492
1307	0.04770483304
1308	0.04766844227
1309	0.04764499664
1310	0.04760672863
1311	0.04758731931
1312	0.0475584733
1313	0.04755550425
1314	0.04749678245
1315	0.04745822312
1316	0.04742442751
1317	0.04738841352
1318	0.04738671015
1319	0.04733371746
1320	0.04730085862
1321	0.04727786581
1322	0.04726717062
1323	0.04723939849
1324	0.04722479624
1325	0.04722135797
1326	0.04721918976
1327	0.04721774946
1328	0.04721552173
1329	0.04717668424
1330	0.04716834955
1331	0.04711296596
1332	0.04710456223
1333	0.04709404715
1334	0.04708923684
1335	0.04706759197
1336	0.04706450484
1337	0.04703189826
1338	0.04698399245
1339	0.04694020549
1340	0.04693132762
1341	0.04690046364
1342	0.04684848648
1343	0.04682244949
1344	0.04679038919
1345	0.04677927237
1346	0.04675157823
1347	0.04672011491
1348	0.04669261384
1349	0.04666575208
1350	0.04663278454
1351	0.04661889472
1352	0.04657629588
1353	0.04654588814
1354	0.04652389683
1355	0.04649761909
1356	0.0464583563
1357	0.04643488813
1358	0.046399389
1359	0.0463821087
1360	0.04638031604
1361	0.04634197426
1362	0.0463244384
1363	0.04630150364
1364	0.04628068541
1365	0.0462440365
1366	0.04624224122
1367	0.04622050037
1368	0.04618412608
1369	0.04618281007
1370	0.04616718363
1371	0.04612582392
1372	0.04612298461
1373	0.04611958313
1374	0.04609066524
1375	0.04605133595
1376	0.04601336832
1377	0.04597886629
1378	0.04597353884
1379	0.04597073833
1380	0.04593639931
1381	0.04589483752
1382	0.04587355089
1383	0.04583169252
1384	0.04580920271
1385	0.04580716824
1386	0.04579980548
1387	0.04579835618
1388	0.04576665071
1389	0.04576132598
1390	0.04575983764
1391	0.04573900499
1392	0.04571461624
1393	0.04567878295
1394	0.04565070971
1395	0.04564929929
1396	0.04562870059
1397	0.04562699936
1398	0.04558039015
1399	0.04554345013
1400	0.04552837811
1401	0.04549646707
1402	0.04546835662
1403	0.04542411522
1404	0.04539951259
1405	0.04539366025
1406	0.04536731324
1407	0.04534468446
1408	0.04531125414
1409	0.04529103284
1410	0.04528823434
1411	0.04524660468
1412	0.04522257516
1413	0.045198563
1414	0.04518291181
1415	0.04517048459
1416	0.04515473366
1417	0.0451178952
1418	0.04509189193
1419	0.04505802418
1420	0.04503141759
1421	0.04501038896
1422	0.04498070326
1423	0.04494775195
1424	0.04493287566
1425	0.04490140878
1426	0.04486688421
1427	0.04484921084
1428	0.04481154159
1429	0.04477274235
1430	0.0447716539
1431	0.04475151621
1432	0.04473567633
1433	0.04473454494
1434	0.04473136824
1435	0.04470896113
1436	0.04470776306
1437	0.04467948459
1438	0.04466192882
1439	0.04460191427
1440	0.04457421081
1441	0.04453737882
1442	0.0445124261
1443	0.04448520202
1444	0.04444645416
1445	0.04444376416
1446	0.0444079478
1447	0.04437629443
1448	0.04437480157
1449	0.04432923068
1450	0.0443183842
1451	0.04429039127
1452	0.04427444652
1453	0.04424423902
1454	0.04420746805
1455	0.04419092166
1456	0.0441729302
1457	0.04414825659
1458	0.04410495479
1459	0.04410211115
1460	0.04406893158
1461	0.04404174912
1462	0.04401165078
1463	0.0439533333
1464	0.04393512048
1465	0.04389937484
1466	0.04388021852
1467	0.04387334728
1468	0.04385057432
1469	0.04381595811
1470	0.04378145158
1471	0.04372213027
1472	0.04369648265
1473	0.0436715323
1474	0.04367034828
1475	0.04360885997
1476	0.04357642721
1477	0.0435690661
1478	0.04355274202
1479	0.04352395699
1480	0.04349342019
1481	0.04346018531
1482	0.04345894283
1483	0.04343647263
1484	0.04341149952
1485	0.04339435291
1486	0.04337946265
1487	0.04334548135
1488	0.04333406238
1489	0.04330363311
1490	0.04327040083
1491	0.04326911721
1492	0.04326068789
1493	0.04323067493
1494	0.04320918298
1495	0.04317632139
1496	0.04315742525
1497	0.04310061396
1498	0.04306977057
1499	0.0430535824
76765
